knth_merge;2000;5;A;1;616000
knth_merge;4000;5;A;2;1258000
knth_merge;8000;5;A;3;2519000
knth_merge;16000;5;A;4;5050000
knth_merge;32000;5;A;5;11223000
knth_merge;64000;5;A;6;20914000
knth_merge;128000;5;A;7;44012000
knth_merge;256000;5;A;8;88543000
knth_merge;512000;5;A;9;191021000
knth_merge;1024000;5;A;10;376110000
knth_merge;2048000;5;A;11;770862000
knth_merge;4096000;5;A;12;1572975000
knth_merge;8192000;5;A;13;3217335000
knth_merge;16384000;5;A;14;6573415000
knth_merge;32768000;5;A;15;13484577000

knth_merge;2000;7;A;1;613000
knth_merge;4000;8;A;2;1265000
knth_merge;8000;8;A;3;2425000
knth_merge;16000;9;A;4;4984000
knth_merge;32000;10;A;5;10087000
knth_merge;64000;11;A;6;21333000
knth_merge;128000;11;A;7;43292000
knth_merge;256000;12;A;8;88727000
knth_merge;512000;13;A;9;190303000
knth_merge;1024000;13;A;10;381578000
knth_merge;2048000;14;A;11;771249000
knth_merge;4096000;15;A;12;1573792000
knth_merge;8192000;15;A;13;3225749000
knth_merge;16384000;16;A;14;6590613000
knth_merge;32768000;17;A;15;13459498000

knth_merge;2000;44;A;1;618000
knth_merge;4000;63;A;2;1190000
knth_merge;8000;89;A;3;2572000
knth_merge;16000;126;A;4;4902000
knth_merge;32000;178;A;5;12557000
knth_merge;64000;252;A;6;20905000
knth_merge;128000;357;A;7;58116000
knth_merge;256000;505;A;8;87990000
knth_merge;512000;715;A;9;178775000
knth_merge;1024000;1011;A;10;369346000
knth_merge;2048000;1431;A;11;765352000
knth_merge;4096000;2023;A;12;1579087000
knth_merge;8192000;2862;A;13;3204601000
knth_merge;16384000;4047;A;14;6566779000
knth_merge;32768000;5724;A;15;13385051000

knth_merge;2000;1000;A;1;618000
knth_merge;4000;2000;A;2;1258000
knth_merge;8000;4000;A;3;2401000
knth_merge;16000;8000;A;4;5152000
knth_merge;32000;16000;A;5;10446000
knth_merge;64000;32000;A;6;26898000
knth_merge;128000;64000;A;7;43783000
knth_merge;256000;128000;A;8;89618000
knth_merge;512000;256000;A;9;180839000
knth_merge;1024000;512000;A;10;367244000
knth_merge;2048000;1024000;A;11;787765000
knth_merge;4096000;2048000;A;12;1574226000
knth_merge;8192000;4096000;A;13;3327705000
knth_merge;16384000;8192000;A;14;6654170000
knth_merge;32768000;16384000;A;15;13459177000

knth_merge;33554432;5;B;1;0
knth_merge;33554432;5;B;2;0
knth_merge;33554432;5;B;3;0
knth_merge;33554432;5;B;4;0
knth_merge;33554432;5;B;5;0
knth_merge;33554432;5;B;6;0
knth_merge;33554432;5;B;7;0
knth_merge;33554432;5;B;8;0
knth_merge;33554432;5;B;9;0
knth_merge;33554432;5;B;10;0
knth_merge;33554432;5;B;11;0
knth_merge;33554432;5;B;12;0
knth_merge;33554432;5;B;13;0
knth_merge;33554432;5;B;14;0
knth_merge;33554432;5;B;15;0
knth_merge;33554432;5;B;16;0
knth_merge;33554432;5;B;17;0
knth_merge;33554432;5;B;18;0
knth_merge;33554432;5;B;19;0
knth_merge;33554432;5;B;20;0
